rowid,kepid,kepoi_name,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad
6104,6765563,K05324.01,293.392635,341.2263,0.1322,3.661,518.8,6.84,428,7.93,9.9,5203,3.489,3.055
6107,6776555,K05327.01,5.43361347,136.711,0.234,1.0338,1421,2.09,548,21.27,17.9,3694,4.686,0.566
6108,2992634,K04960.01,47.82278681,134.1402656,,1.19,,,,,,,,
6109,3001955,K04961.01,348.96347,184.8658,0.6924,13.84,585.2,2.04,198,0.36,11.8,4823,4.564,0.792
6111,3101178,K04963.01,59.4037839,159.80356,0.94,10.041,123.5,1.65,570,24.93,17,6373,4.256,1.209
6114,3239171,K04967.01,43.581043,148.4352,0.277,6.883,348.7,1.94,558,22.89,8.7,6225,4.45,1.031
6115,4761427,K05085.01,327.063,438.3693,0.3983,8.06,1006,2.82,248,0.89,8.8,5750,4.538,0.882
6117,4770798,K05087.01,651.07431,216.3882,0.0343,5.603,153.7,1.55,234,0.71,7.1,5696,4.218,1.261
6121,4833409,K05092.01,271.790292,195.52243,0.0142,2.944,318.4,2.38,354,3.72,8.1,6484,4.258,1.32
6123,5946568,K05211.01,3.5645249,134.4518,0.188,2.062,53.9,0.6,1029,265.37,8,5435,4.578,0.824
6128,5965629,K05216.01,377.311149,411.6189,0.3818,3.33,804,2.56,243,0.83,8.3,5897,4.531,0.891
6129,6934045,K05336.01,265.741374,167.0573,0.652,18.078,273.4,3.24,413,6.9,21.6,6537,4.044,1.859
6133,7009548,K05341.01,15.18575582,144.63985,0.474,0.633,256.7,2.26,922,170.46,11.8,6311,4.207,1.339
6140,3340165,K04972.01,26.092284,149.1087,0.068,6.623,122.4,1.35,717,62.57,12.2,6346,4.362,1.214
6148,4912650,K05098.01,100.345648,152.8425,0.54,7.939,372.3,1.57,325,2.62,15.2,5180,4.548,0.8
6149,4914221,K05099.01,111.187116,195.2257,0.8164,3.569,110.8,1.51,440,8.86,7.3,5806,4.168,1.281
6153,5986270,K05220.01,1.534679933,132.331163,0.108,1.7237,456.6,18.39,3570,38505.56,64.6,4965,2.863,8.834
6156,6023571,K05223.01,354.21154,218.299,0.2007,18.594,821.3,8.41,363,4.12,22,4842,3.562,3.035
6157,6025174,K05224.01,171.028691,301.7487,0.26,11.784,394.2,2.49,376,4.72,13.1,6123,4.332,1.252
6158,3356156,K04976.01,624.90338,241.5869,0.0703,12.169,249,2.77,320,2.48,10.6,7089,4.148,1.729
6159,3425363,K04977.01,25.5338535,153.586,0.1577,2.076,368,1.18,410,6.66,8.3,4445,4.63,0.635
6160,3428127,K04978.01,339.18998,300.2366,0.2222,5.117,822,2.75,253,0.96,7.6,5544,4.402,0.966
6166,4915582,K05101.01,436.18813,185.8184,0.0998,11.35,118,1.64,331,2.84,8.7,6499,4.084,1.497
6170,4940376,K05107.01,169.330666,208.7974,0.5518,2.6,532.7,16.68,698,56.11,9.7,5106,3.006,7.052
6175,6036286,K05228.01,546.53309,334.0585,0.6074,16.04,758,1.03,94,0.02,12.3,3434,4.892,0.36
6177,6043490,K05230.01,330.738115,422.7107,0.154,4.998,333.3,4.42,375,4.7,8.7,5458,3.755,2.453
6178,6045404,K05231.01,78.876125,205.1282,0.2209,4.912,472.3,2.03,427,7.86,8.1,6046,4.509,0.927
6181,3540873,K04986.01,444.04257,334.6734,0.062,10.9,417.4,1.48,211,0.47,7.4,5776,4.622,0.726
6182,3542117,K04987.01,12.5748872,143.1278,0.035,3.549,731,1.03,349,3.49,7.8,3552,4.867,0.387
6183,3542928,K04988.01,484.172005,545.2208,0.3737,4.566,518.2,2.38,235,0.72,11.3,5858,4.456,1.04
6197,6115356,K05237.01,380.39474,502.2332,0.1094,10.775,603,1.84,224,0.6,8.6,5772,4.608,0.745
6201,3553900,K04992.01,12.5747207,142.34553,0.588,2.896,323.3,1.45,693,54.46,10.5,5654,4.59,0.774
6208,5027859,K05117.01,33.3726538,153.5967,0.038,3.663,618.4,1.95,491,13.7,10.1,5504,4.583,0.796
6210,5036052,K05119.01,143.163697,243.7133,0.9527,4.854,390.3,20.03,741,71.41,12.9,5145,3.05,7.653
6221,6197658,K05247.01,282.0309,162.5448,0.3315,14.69,782,3.22,315,2.32,11.8,6343,4.411,1.137
6222,6198670,K05248.01,179.25465,154.3773,0.1755,22.35,272.4,1.35,301,1.94,9.9,5692,4.496,0.82
6226,3751118,K05004.01,103.363691,194.152,0.5904,6.012,359.1,2,385,5.19,9.4,5762,4.461,1.022
6232,5131276,K05129.01,0.66882716,131.8692,0.514,1.069,68.2,124.42,13184,7165673.12,6.2,3711,0.652,150.091
6235,6203955,K05249.01,19.4534296,139.3373,0.046,4.873,149,1.25,744,72.59,9.8,6372,4.453,1.015
6239,6266866,K05254.01,232.916142,162.1441,0.2313,7.037,64.8,1.2,361,4.02,8.5,5807,4.108,1.496
6243,3229150,K02150.02,44.7055876,149.6448,1.692,6.262,471.8,72.59,509,15.83,12,5942,4.506,0.938
6244,11360805,K02422.02,57.3888262,141.62516,0.876,3.543,344.4,1.88,406,6.41,11.9,5242,4.512,0.856
6246,3758499,K05007.01,14.5168151,137.5579,0.607,5.796,86,1.82,1030,265.78,11.7,5934,3.945,1.885
6252,5179609,K05132.01,43.9311596,134.214029,0.855,12.9395,9304.4,58.37,902,156.74,1070.3,4888,3.257,5.132
6255,5184144,K05135.01,314.765374,283.1235,0.158,3.325,732,2,217,0.53,7.5,5228,4.6,0.755
6274,3848948,K05016.01,0.523632451,131.76512,0.738,1.99,8.1,1.08,5313,188657.97,13.9,8277,3.693,3.518
6279,3863877,K05021.01,288.07937,355.49261,0.0483,3.161,991,3.01,269,1.25,7.6,5825,4.504,0.965
6282,5255259,K05142.01,198.895864,225.4944,0.0543,4.193,1779,3.33,264,1.14,13,5184,4.502,0.808
6293,6359929,K05269.01,371.50631,260.1243,0.0156,8.854,992,2.88,242,0.8,14.1,5696,4.491,0.924
6307,3955444,K05027.01,62.312419,146.119,0.3683,5.561,123,6.15,838,116.69,9.1,4999,3.243,5.615
6312,9274092,K05649.01,426.942225,485.38171,0.2981,3.965,1209,2.32,187,0.29,11.8,5126,4.623,0.669
6313,9282853,K05651.01,83.499618,163.5093,0.341,16.03,501,1.72,343,3.29,16.1,5141,4.526,0.773
6314,9292100,K05652.01,91.507044,184.2723,0.1665,5.019,539,1.43,302,1.97,12.4,5040,4.635,0.626
6315,9300066,K05653.01,188.664098,154.3037,0.2033,5.179,960,2.02,232,0.68,9.4,4788,4.599,0.672
6316,10186761,K05772.01,75.636309,131.9468,0.2749,2.588,174.6,1.32,447,9.45,6,6072,4.467,0.994
6329,7625138,K05406.01,5.71966537,131.78147,0.1103,3.938,19.1,0.82,1479,1131.75,11.3,6356,3.985,1.865
6331,8507586,K05528.01,201.621794,261.7721,0.1779,3.172,480,2.02,309,2.14,6.8,5919,4.483,0.923
6334,8525101,K05532.01,24.6777128,136.5139,0.6305,5.088,131.3,6.04,1176,451.88,9,4995,3.118,5.058
6335,8525286,K05533.01,113.05980069,241.0089927,,19.03,,,,,,,,
6339,9330740,K05656.01,169.84787744,178.6902845,,2.82,,,,,,,,
6340,9334027,K05657.01,284.699924,257.6791,0.3145,3.709,371.1,2,293,1.74,7.6,6054,4.425,1.028
6342,9363944,K05660.01,402.20969,369.5086,0.3779,5.298,472.5,10.03,452,9.86,9.5,4961,3.131,4.649
6346,10272858,K05782.01,584.55603,388.63685,0.3282,3.671,346.7,6.69,354,3.73,10,5208,3.458,3.62
6349,10319834,K05785.01,70.31252504,178.7486804,,13.66,,,,,,,,
6351,10339000,K05787.01,69.775633,147.9367,0.3519,9.205,140.9,1.19,480,12.52,9.7,6224,4.413,0.983
6353,7631138,K05408.01,415.748785,510.09961,0.1124,3.313,463.7,3.24,283,1.51,9.2,5324,4.027,1.534
6355,7662502,K05410.01,24.1527864,146.4101,0.175,4.451,78.1,0.97,701,57.15,9.3,6223,4.392,1.095
6356,7672215,K05411.01,11.1734401,142.5962,0.268,4.545,61.3,1.4,1279,632.06,9,7372,4.142,1.752
6357,7690782,K05413.01,428.379308,522.3881,0.7102,4.066,386.6,2,236,0.74,7.4,5574,4.381,0.953
6364,8548454,K05541.01,339.633833,260.9552,0.111,8.859,517.8,2.04,250,0.93,12,5823,4.522,0.901
6368,9394953,K05665.01,100.494129,153.8021,0.0813,2.679,57.6,1.33,523,17.64,6.9,6018,4.036,1.75
6369,9397862,K05666.01,182.453195,282.5445,0.0792,2.721,184,1.26,332,2.89,5.2,6164,4.483,0.927
6375,10394802,K05790.01,178.266978,229.75414,0.886,5.276,1857,3.71,241,0.8,12.5,4899,4.624,0.713
6380,10459749,K05795.01,19.11280242,143.6245952,,1.58,,,,,,,,
6384,7747091,K05418.01,14.2673439,133.9655,0.042,3.171,217.5,1.21,657,44.12,9,5475,4.567,0.837
6388,8560475,K05543.01,7.41505161,133.31055,0.979,2.061,937,91.09,2815,14853.21,18.3,4989,2.442,18.266
6390,8570210,K05545.01,541.04472,372.4781,0.2387,12.47,181.5,1.08,206,0.43,8.8,5829,4.575,0.802
6391,8571421,K05546.01,514.271499,416.76798,0.2032,3.46,688.9,3.01,258,1.04,9,6343,4.411,1.137
6397,9417931,K05671.01,190.905243,193.3008,0.3708,2.529,227.1,1.73,356,3.81,7.4,6098,4.321,1.131
6405,10487228,K05798.01,318.25858,276.1817,0.0281,4.39,756,2.03,212,0.48,6,5108,4.596,0.759
6406,10519727,K05799.01,184.883155,283.41765,0.3074,3.025,304.1,2.82,393,5.65,9.9,5620,4.036,1.621
6407,10525077,K05800.01,11.006795,135.9925,0.66,5.112,146.4,1.34,874,138.34,10.9,6091,4.424,1.047
6408,10535708,K05801.01,177.37583,169.0841,0.0539,21.14,459.7,1.96,314,2.29,12.4,5849,4.517,0.919
6411,7762153,K05423.01,366.55705,238.1402,0.1247,11.62,582.5,2.63,266,1.18,10.2,5857,4.403,1.1
6414,7770901,K05426.01,124.887214,133.7933,0.752,8.599,176.5,1.78,435,8.48,13.3,6103,4.209,1.234
6420,8644545,K05552.01,295.958914,138.92548,0.024,4.244,464.1,2.1,265,1.17,17.5,5505,4.386,0.992
6421,8644911,K05553.01,120.938669,246.252,0.011,8.818,782.1,2.32,333,2.91,15,5456,4.477,0.843
6423,8656535,K05556.01,631.99116,147.27452,0.2397,2.99,345.6,1.86,210,0.46,7.2,5594,4.387,1.006
6427,9466486,K05680.01,557.92882,210.68,0.1034,4.788,262.2,2.97,300,1.92,8.1,5553,3.805,1.844
6429,9472341,K05682.01,46.969389,173.8395,0.3246,1.944,1875,7.45,638,39.27,7.1,5401,3.885,1.717
6431,9475697,K05684.01,206.801125,246.8488,0.6772,6.6,716,24.34,675,48.97,16.7,5048,2.978,8.611
6432,9481235,K05685.01,14.0019064,136.311,0.9747,4.257,376.1,17.96,1646,1736.43,11.6,4883,2.783,6.502
6434,10552263,K05806.01,313.82752,166.4928,0.1103,4.187,168,1.26,272,1.28,8.7,5914,4.453,0.973
6435,10554421,K05807.01,236.09799849,210.0045018,,3.65,,,,,,,,
6438,10581308,K05810.01,425.593391,225.3273,0.4892,3.815,237.6,2.25,278,1.41,6.5,5458,4.09,1.441
6442,7829836,K05433.01,237.819002,320.1617,0.018,11.324,614.2,2.55,302,1.98,15.4,5878,4.424,1.035
6444,7836096,K05435.01,15.9961296,138.93316,0.297,1.656,500.7,1.71,560,23.32,10.7,4949,4.588,0.777
6452,8715589,K05563.01,7.62210397,138.65231,0.323,1.902,146.1,3.8,1422,965.88,9.2,5222,3.556,3.162
6455,8741367,K05566.01,0.9886684,131.99354,0.372,2.023,126.6,3.18,3183,24258.04,8.7,6456,3.725,2.773
6457,9532603,K05688.01,14.5555096,132.8686,0.528,2.07,725,2.03,594,29.45,8.1,5176,4.612,0.738
6458,9534832,K05689.01,114.12716,226.87991,0.7092,1.719,974,2.76,295,1.79,6.3,4816,4.508,0.823
6461,9575728,K05692.01,2.64181261,132.53192,0.608,2.127,70,0.59,834,114.08,12.7,4147,4.601,0.683
6463,10802364,K05829.01,583.8531,362.1416,0.5925,5.09,491,1.97,196,0.35,5.4,5591,4.559,0.86
6464,10809888,K05830.01,72.782432,188.2117,0.1157,3.726,245.8,11.19,924,172.28,8.5,5099,3.021,7.317
6466,10850327,K05833.01,440.171272,470.35369,0.956,12.217,783.5,5.97,334,2.96,38,6261,4.001,1.679
6467,10858504,K05835.01,474.96952,281.948,0.5688,4.58,595,2.44,249,0.91,6.4,6287,4.473,0.962
6469,7888863,K05440.01,74.624063,194.3704,0.019,8.881,346.9,1.75,448,9.49,11,6187,4.499,0.937
6470,7900450,K05441.01,25.4805211,145.4404,0.186,10.701,159,1.25,659,44.67,17.7,6250,4.472,0.986
6478,8747910,K05570.01,574.65297,365.2946,0.5663,4.37,725,2.28,196,0.35,7.4,5596,4.553,0.821
6480,8807988,K05572.01,21.9578446,135.06742,0.1492,1.038,96.6,0.78,533,19.05,6.7,5192,4.583,0.802
6483,9579606,K05694.01,107.904526,159.9493,0.2415,2.053,249.4,1.26,337,3.05,6.1,5565,4.574,0.802
6490,10601163,K05812.01,3.1318392,132.123,0.3864,1.632,159.9,1.5,1443,1025.14,6,6070,4.246,1.159
6493,10618044,K05815.01,207.767894,224.425,0.6973,5.21,320.6,3.52,379,4.85,7.7,5210,3.894,1.849
6494,10656842,K05816.01,82.508054,162.3992,0.0379,3.806,351.9,14.04,878,140.61,11.4,4986,3.01,7.733
6495,10658177,K05817.01,113.083522,217.1521,0.039,10.315,130.7,1.59,450,9.65,13,5903,4.179,1.4
6497,10663976,K05819.01,381.37504,490.55,0.3515,16.57,286.5,1.24,212,0.48,11.8,5513,4.614,0.729
6500,7941635,K05449.01,0.762724045,131.650802,1.252,1.98818,9782.2,41.02,1860,2827.5,451.7,5313,4.39,0.976
6502,7950158,K05451.01,529.39169,387.3915,0.037,10.869,319.9,4.4,319,2.43,12.1,5283,3.699,2.504
6508,8841297,K05577.01,495.51899,452.8313,0.6052,3.592,297.6,2.94,305,2.03,6.6,6043,4.038,1.634
6509,8868481,K05578.01,388.048463,295.8353,0.1973,3.456,149.6,3,376,4.71,8.3,5779,3.765,2.46
6510,8888745,K05579.01,34.0269868,164.79638,0.5682,1.586,361.7,1.57,455,10.15,6.2,4999,4.514,0.801
6514,9659022,K05702.01,511.882,533.7435,0.5102,4.822,610,2.56,241,0.79,6.5,6141,4.454,1.007
6516,9674789,K05704.01,96.16705,134.6749,0.1194,2.775,270.7,1.15,313,2.26,7.2,5147,4.617,0.716
6519,9723746,K05707.01,208.800733,328.6955,0.3095,1.964,594,2.88,347,3.43,4.9,6208,4.372,1.168
6520,9724993,K05708.01,7.863361238,131.685485,0.869,3.42771,18157,22.7,1057,294.86,723.3,5615,4.136,1.4
6525,10737437,K05825.01,208.047137,321.9021,0.1884,3.22,287.5,2.05,363,4.12,6.9,5991,4.175,1.2
6526,10747162,K05826.01,30.561533,136.05488,0.0124,2.227,585.7,1.53,379,4.86,6.9,4294,4.609,0.664
6531,8007174,K05458.01,56.648588,168.47002,0.769,4.534,648.9,2.19,377,4.77,11.8,5023,4.565,0.782
6532,8009811,K05459.01,53.554546,160.3983,0.62,5.533,127.6,3.1,769,82.79,8.9,6039,3.76,2.622
6533,8016650,K05461.01,119.079642,134.0349,0.2275,16.268,422.5,17.89,795,94.61,18,4849,2.942,8.984
6535,8915379,K05583.01,20.5858591,140.6753,0.7233,3.069,260.2,1.31,586,27.85,6.6,5523,4.526,0.753
6537,8937555,K05585.01,113.573945,216.47178,0.1359,3.007,249.6,3.45,496,14.32,7.8,5155,3.768,2.233
6545,9776907,K05712.01,287.75613,385.4564,0.2794,5.487,1987,3.4,215,0.5,6.6,4965,4.586,0.781
6550,10878117,K05837.01,280.92070688,154.8994005,,3.48,,,,,,,,
6552,10879899,K05839.01,169.415073,283.3498,0.7546,3.884,239.9,2.32,413,6.87,9.8,6362,4.238,1.378
6555,10933306,K05842.01,57.7749373,154.2915,0.044,4.731,283.6,1.85,524,17.82,10.4,6277,4.417,1.097
6565,8959240,K05591.01,317.009388,183.1035,0.2991,3.013,326.9,4.03,345,3.34,7.5,5066,3.787,2.27
6570,9011877,K05597.01,7.77710639,133.86539,0.196,3.418,77.4,0.73,773,84.44,10.6,5073,4.481,0.851
6572,9838582,K05718.01,233.64574,297.494,0.0691,10.05,2268,5.2,296,1.8,7.6,5780,4.438,1
6578,7018210,K05344.01,445.351255,558.63755,0.1716,6.516,420.4,3.66,370,4.43,10.6,7202,4.112,1.755
6587,8076215,K05472.01,97.5137491,156.92462,0.0922,2.655,279.8,5.27,630,37.25,9.1,5437,3.57,3.18
6595,9018021,K05600.01,17.168095,134.637329,0.999,13.04,143.1,4.81,603,31.34,8.1,5053,3.824,1.907
6598,9026248,K05603.01,341.557931,244.88596,0.6746,3.365,433,6.81,393,5.65,9.6,5138,3.551,3.098
6599,9044060,K05604.01,476.91977,390.4731,0.5589,5.07,193.6,2.49,321,2.49,7.4,6282,4.063,1.725
6600,9047416,K05605.01,9.011888,138.658,0.948,4.167,987.6,7.04,1105,351.97,15.5,5627,4.002,1.735
6603,9881660,K05727.01,65.3558881,154.47727,0.4827,2.165,1158,2.61,337,3.05,9.6,4703,4.55,0.764
6608,9910043,K05732.01,39.399926,160.2611,0.544,5.729,341.4,1.52,499,14.66,9.4,5913,4.581,0.795
6610,7107567,K05353.01,0.812592362,131.55642,1.007,1.5646,6945.8,25.84,2912,16928.43,226.6,7117,4.153,1.64
6615,7125794,K05358.01,126.586058,222.9909,0.799,5.41,124.9,1.54,460,10.54,10.5,6611,4.269,1.249
6616,7130612,K05359.01,2.7200197,133.3342,0.0078,1.874,869,1.53,713,61.08,8.5,3939,4.735,0.527
6617,8125917,K05479.01,18.347081,145.001,0.1988,2.825,1126.6,5.65,855,126.14,11.6,5465,3.968,1.702
6618,8129333,K05480.01,57.140035,145.8694,0.0783,5.684,1567,5.78,588,28.34,7.2,5936,4.103,1.46
6620,8158429,K05482.01,31.707574649,138.2539898,0.923,7.6771,787.3,2.96,547,21.1,5.5,5861,4.546,0.865
6622,8197176,K05485.01,9.3589254,133.482,0.184,3.169,1527,17.37,1528,1288.85,8.9,5188,3.327,4.521
6623,8197406,K05486.01,4.15472242,132.61089,0.971,1.791,2243,23.47,2292,6522.18,19.7,6996,3.627,3.359
6625,9073549,K05608.01,87.565484,134.2932,0.0563,2.527,396,2.12,437,8.6,6.7,6064,4.429,1.069
6629,9087853,K05612.01,353.65927,482.263,0.247,4.543,1018,2.58,223,0.58,7.5,5438,4.574,0.82
6630,9097470,K05613.01,346.4174,460.5646,0.1572,9.23,662,2.41,251,0.94,7.9,5754,4.49,0.946
6634,9935983,K05736.01,161.651504,289.32322,0.736,2.509,253.6,2.22,377,4.77,8.4,5725,4.212,1.289
6635,9941136,K05737.01,376.24253,392.8316,0.328,4.064,185.7,1.32,254,0.99,6.3,5916,4.463,0.96
6637,9942658,K05740.01,21.7997515,144.3188,0.1657,4.756,109.5,1.01,674,48.75,8.7,6122,4.487,0.964
6638,7132462,K05360.01,54.595746,156.83764,0.332,2.21,135.8,2,649,41.81,8.7,6014,3.989,1.699
6639,7138841,K05361.01,22.0495604,133.82677,0.651,3.428,134.5,1.9,912,163.51,15.4,6821,4.176,1.548
6646,8223445,K05487.01,48.8130123,157.60638,0.0608,1.538,702,2.95,553,22.17,8.8,6202,4.395,1.11
6667,9968924,K05747.01,411.447056,522.27374,0.287,3.481,285.2,2.86,342,3.22,7.3,6519,4.108,1.672
6668,9993683,K05748.01,29.9371143,145.1081,0.321,4.435,194.3,1.19,501,14.87,11.6,5115,4.47,0.866
6670,7198587,K05369.01,651.358046,213.18162,0.0946,4.384,570.8,14.58,411,6.75,11,5122,3.172,6.261
6673,7205717,K05372.01,212.60398,213.4113,0.0513,5.74,188.5,1.64,337,3.06,7.1,5834,4.284,1.207
6674,7206422,K05373.01,50.550788,131.5846,0.632,2.353,154.5,5,790,92.03,7.9,5031,3.433,3.859
6676,7213311,K05375.01,285.374561,311.29883,0.018,4.865,482.3,5.94,423,7.54,13.7,5142,3.47,2.756
6679,8279146,K05497.01,93.359737,155.8348,0.0547,5.397,38.3,1.05,592,29.01,8.1,6809,4.078,1.673
6681,8294683,K05499.01,122.58481,178.4735,0.3468,22.37,318.9,1.19,279,1.43,7.6,5003,4.602,0.669
6682,8295087,K05500.01,84.934357,157.8966,0.1612,3.169,129.7,1.6,531,18.83,5.9,6290,4.156,1.395
6687,9147012,K05625.01,116.454312,161.9891,0.006,15.826,2125.3,3.33,306,2.06,30,5197,4.548,0.736
6688,9147029,K05626.01,397.499229,418.76194,0.5839,8.019,2629.7,6.57,293,1.73,34.8,6423,4.37,1.231
6689,9157030,K05628.01,24.9093027,155.3824,0.679,3.8,332.6,1.32,452,9.9,10.4,4810,4.633,0.685
6690,9157523,K05629.01,192.138741,269.2098,0.0503,3.218,151.4,1.93,407,6.48,8.2,6065,4.098,1.569
6691,9994381,K05749.01,281.95332,231.2826,0.6164,2.756,1039,2.31,204,0.41,7.6,4864,4.628,0.692
6694,10004772,K05752.01,1.391716834,132.09937,0.233,1.421,41,36.19,8346,1150147.99,9.7,3749,0.833,59.684
6702,7282470,K05379.01,520.655224,160.5611,0.2674,12.94,314.9,7.58,401,6.12,14.4,5227,3.321,4.313
6703,7289139,K05380.01,369.93355,175.282,0.149,7.6,995,3.24,270,1.25,15.8,6158,4.453,1.024
6712,8378278,K05509.01,28.406342,133.0507,0.2208,2.598,223.6,1.41,613,33.44,5.4,6085,4.474,0.936
6716,9173014,K05633.01,151.77884,204.5209,0.159,2.615,189.7,4.35,616,34.01,8.2,6328,3.634,3.134
6722,10027861,K05758.01,102.493119,166.0094,0.9591,2.814,636.1,2.7,317,2.37,8.3,5166,4.583,0.791
6725,10083325,K05761.01,6.13292733,131.9926,0.225,1.561,58.7,1.56,1379,854.43,10,5877,3.941,2.034
6726,10090854,K05762.01,12.63063129,136.70398,0.017,2.212,300.8,1.37,689,53.17,9.5,5579,4.58,0.798
6729,7377343,K05384.01,7.95445779,135.48462,0.021,4.6012,6269.4,9.5,1064,303.36,228.4,6217,4.306,1.196
6732,7416016,K05387.01,297.78282,233.4002,0.2697,18.38,392.4,1.17,167,0.18,10.8,4192,4.657,0.59
6734,7440715,K05390.01,104.198102,161.4469,0.3437,3.2,652.2,5.13,497,14.46,8.9,5087,3.759,2.024
6736,8395870,K05511.01,74.833577,196.5293,0.1101,3.247,86.4,1.68,590,28.65,6.4,5933,3.953,1.807
6737,8396288,K05512.01,8.5852872,137.39662,0.029,2.834,1406,3.02,777,85.95,11,5488,4.57,0.818
6738,8415353,K05514.01,102.100752,148.9663,0.492,2.009,194.2,2.63,551,21.84,5.2,6359,4.046,1.83
6739,8429817,K05515.01,6.263491873,134.897906,0.048,0.8513,2829,6.46,1180,458.5,35.1,6247,4.255,1.194
6741,8432249,K05517.01,335.43143,395.1813,0.4062,10.3,228.1,7.12,468,11.31,6.8,5172,3.315,4.721
6743,9209981,K05638.01,290.02002,138.2587,0.5367,23.87,172.5,1.56,321,2.51,7.6,6452,4.384,1.148
6744,9210738,K05639.01,279.21957,179.9274,0.6009,10.015,333.5,4.92,395,5.77,10.5,5159,3.648,2.604
6745,9214176,K05640.01,348.665961,165.8497,0.0873,3.849,391.2,9.56,493,13.93,10.8,5183,3.166,4.89
6747,9217583,K05642.01,222.28056,131.8546,0.2151,3.035,271.9,2.56,405,6.37,8,6543,4.17,1.531
6750,9229807,K05645.01,580.85326788,386.2877879,,16.63,,,,,,,,
6754,10146103,K05769.01,7.58062893,132.89809,0.382,3.484,86.1,0.97,937,182.01,10.9,5753,4.417,1.041
6758,7458743,K05393.01,248.421771,230.379,0.7838,4.187,704,18.92,579,26.64,8.8,4895,3.008,6.428
6763,7539277,K05398.01,551.22396,185.7811,0.2134,5.896,570.7,2.1,206,0.42,17.2,5691,4.544,0.887
6772,11446961,K05899.01,58.669218,168.6211,0.332,3.712,169.4,1.28,450,9.68,10,5548,4.433,0.986
6774,11457664,K05902.01,150.728285,223.0487,0.2751,2.718,213.5,1.27,321,2.51,5.6,5778,4.544,0.871
6781,11520114,K05909.01,7.07987663,131.6046,0.034,2.589,309.8,1.36,738,70.05,10,4808,4.521,0.806
6783,11559493,K05911.01,357.41382,311.3642,0.1438,3.675,777,3.01,283,1.52,6.7,6233,4.412,1.076
6785,11598894,K05913.01,89.366114,208.893,0.39,3.945,494,1.97,391,5.54,6.3,5861,4.522,0.875
6789,11601425,K05917.01,41.9934673,143.89297,0.046,3.226,293.7,1.56,503,15.19,9.4,5766,4.498,0.915
6790,11601633,K05918.01,94.67782,187.4731,0.3614,2.215,287,1.46,353,3.67,5.9,5360,4.503,0.866
6795,11616434,K05924.01,291.306507,362.2906,0.3377,2.91,1132,2.49,219,0.54,7.1,5031,4.548,0.748
6796,11651240,K05925.01,93.006,144.36,0.4428,2.461,125.4,1.97,503,15.18,6.7,5518,3.973,1.742
6799,11674709,K05928.01,20.69920737,132.7199526,,2.17,,,,,,,,
6800,11716643,K05929.01,466.002988,435.01156,0.867,10.278,2363.6,4.92,223,0.58,42.3,5830,4.54,0.876
6803,11803074,K05932.01,355.86134,358.0075,0.003,23.39,1220.7,2.79,233,0.7,15.2,5736,4.576,0.801
6805,11818566,K05935.01,416.87893121,227.5106644,,4.45,,,,,,,,
6806,11819396,K05936.01,48.38798413,176.4653521,,1.23,,,,,,,,
6808,11860294,K05938.01,545.205601,237.24091,0.3515,3.296,199.7,1.66,257,1.03,7.1,6273,4.345,1.155
6809,11868941,K05939.01,105.053389,208.7282,0.2199,1.988,176.7,1.52,449,9.61,5.8,6471,4.392,1.13
6811,11910670,K05941.01,44.7060191,154.40282,1.6552,0.25,292,60.47,465,11.01,6.6,5509,4.482,0.811
6813,11923213,K05943.01,27.2020672,151.86606,0.223,1.811,180.3,1.87,719,63.31,8.7,5869,4.175,1.396
6818,12007270,K05948.01,398.51312,165.2177,0.5091,5.41,249.2,1.23,222,0.58,5.9,5776,4.596,0.759
6819,12009917,K05949.01,559.785594,433.1966,0.411,3.496,274.8,1.88,249,0.92,7.3,6201,4.352,1.111
6820,12020376,K05950.01,109.43946,223.4128,0.0905,3.801,187.1,1,314,2.31,7.3,5359,4.611,0.741
6822,12071775,K05952.01,164.507439,212.7605,0.3819,11.428,433.8,2.15,346,3.39,11.7,5866,4.382,1.02
6823,12102775,K05953.01,370.84786,260.7921,0.8847,13.966,1440,4.03,219,0.54,15.2,5291,4.539,0.886
6824,12105086,K05954.01,73.908995,159.8067,0.4947,3.916,100.5,0.94,421,7.44,7,5865,4.518,0.918
6829,12168895,K05959.01,251.48808,192.461,0.8011,6.8,305,1.74,284,1.55,6.4,5979,4.52,0.902
6833,12300524,K05964.01,32.033211,146.8143,0.007,5.289,71.3,0.85,591,28.78,9.2,6039,4.478,1.005
6834,12349560,K05965.01,43.3975622,153.934,0.08,3.908,585.3,1.69,388,5.35,8.6,4871,4.608,0.725
6835,12350136,K05966.01,478.79185021,184.4598838,,4.06,,,,,,,,
6837,10967168,K05845.01,22.2659599,144.87,0.03,4.816,61.3,1.18,896,152.29,8.3,6888,4.223,1.492
6841,10989620,K05849.01,21.512259,139.0225,0.1017,4.337,131.3,1.13,639,39.45,7.1,5611,4.424,0.997
6843,12402588,K05968.01,97.942437,157.97325,0.0071,2.575,100.2,2.29,600,30.59,7.8,5997,3.806,2.284
6846,12418418,K05971.01,493.30572,361.8842,0.327,5.425,404.5,1.08,149,0.12,7.2,4558,4.697,0.548
6850,11021266,K05852.01,235.413973,307.0728,0.1095,3.065,1027,3.2,304,2.03,6.9,6028,4.468,1.001
